Date,Store_ID,SKU_ID,Beginning_Inventory,Units_Received,Units_Sold,Units_Transferred_In,Units_Transferred_Out,Damaged_Units,Ending_Inventory,Inventory_Value
2026-08-12,S001,ORG1731,1,0,1,1,2,0,0,0.0
2026-08-12,S002,ORG1731,0,3,2,3,2,0,1,12.58
2026-08-12,S003,ORG1731,0,0,0,0,1,0,0,0.0
2026-08-12,S004,ORG1731,0,0,0,0,3,0,0,0.0
2026-08-12,S005,ORG1731,0,1,0,3,2,0,1,12.58
2026-08-12,S006,ORG1731,2,0,0,3,0,0,2,25.16
2026-08-12,S007,ORG1731,2,6,5,0,0,0,3,37.74
2026-08-12,S008,ORG1731,0,6,5,2,2,0,1,12.58
2026-08-12,S009,ORG1731,0,1,0,1,1,1,1,12.58
2026-08-12,S010,ORG1731,0,9,5,2,3,0,4,50.32
2026-08-12,S001,ORG1732,1,1,2,3,0,0,0,0.0
2026-08-12,S002,ORG1732,1,3,3,3,1,0,1,47.79
2026-08-12,S003,ORG1732,0,5,2,1,2,0,3,143.37
2026-08-12,S004,ORG1732,1,4,3,0,2,0,2,95.58
2026-08-12,S005,ORG1732,0,1,0,2,2,0,1,47.79
2026-08-12,S006,ORG1732,0,0,0,1,3,0,0,0.0
2026-08-12,S007,ORG1732,0,3,2,1,2,0,1,47.79
2026-08-12,S008,ORG1732,1,0,0,2,1,0,1,47.79
2026-08-12,S009,ORG1732,1,0,0,0,2,0,1,47.79
2026-08-12,S010,ORG1732,1,0,1,3,0,0,0,0.0
2026-08-12,S001,ORG1733,1,3,3,2,0,0,1,46.79
2026-08-12,S002,ORG1733,0,16,11,0,1,0,5,233.95
2026-08-12,S003,ORG1733,0,0,0,3,0,0,0,0.0
2026-08-12,S004,ORG1733,0,0,0,1,1,0,0,0.0
2026-08-12,S005,ORG1733,1,2,2,0,2,0,1,46.79
2026-08-12,S006,ORG1733,1,6,4,0,1,0,3,140.37
2026-08-12,S007,ORG1733,1,0,1,0,1,0,0,0.0
2026-08-12,S008,ORG1733,1,6,5,2,3,0,2,93.58
2026-08-12,S009,ORG1733,2,5,4,3,1,0,3,140.37
2026-08-12,S010,ORG1733,0,0,0,0,1,0,0,0.0
2026-08-12,S001,ORG1734,0,1,0,2,1,0,1,40.19
2026-08-12,S002,ORG1734,0,0,0,2,0,0,0,0.0
2026-08-12,S003,ORG1734,0,0,0,3,0,0,0,0.0
2026-08-12,S004,ORG1734,0,0,0,3,2,0,0,0.0
2026-08-12,S005,ORG1734,0,0,0,1,2,0,0,0.0
2026-08-12,S006,ORG1734,0,0,0,1,0,0,0,0.0
2026-08-12,S007,ORG1734,0,0,0,0,3,0,0,0.0
2026-08-12,S008,ORG1734,0,0,0,0,3,0,0,0.0
2026-08-12,S009,ORG1734,0,1,1,0,2,0,0,0.0
2026-08-12,S010,ORG1734,0,0,0,0,0,0,0,0.0
2026-08-12,S001,ORG1735,1,0,1,0,3,0,0,0.0
2026-08-12,S002,ORG1735,1,8,7,0,2,0,2,72.7
2026-08-12,S003,ORG1735,0,0,0,0,2,0,0,0.0
2026-08-12,S004,ORG1735,1,0,1,1,2,0,0,0.0
2026-08-12,S005,ORG1735,1,3,2,0,1,0,2,72.7
2026-08-12,S006,ORG1735,1,3,3,3,3,0,1,36.35
2026-08-12,S007,ORG1735,1,0,0,3,0,0,1,36.35
2026-08-12,S008,ORG1735,2,5,4,3,1,0,3,109.05
2026-08-12,S009,ORG1735,0,6,4,1,2,0,2,72.7
2026-08-12,S010,ORG1735,0,1,0,1,3,0,1,36.35
2026-08-12,S001,ORG1736,0,0,0,1,1,0,0,0.0
2026-08-12,S002,ORG1736,2,3,3,0,1,0,2,85.68
2026-08-12,S003,ORG1736,0,2,1,0,2,0,1,42.84
2026-08-12,S004,ORG1736,0,0,0,3,3,0,0,0.0
2026-08-12,S005,ORG1736,1,0,0,3,0,1,1,42.84
2026-08-12,S006,ORG1736,1,2,1,0,1,0,2,85.68
2026-08-12,S007,ORG1736,0,0,0,0,0,0,0,0.0
2026-08-12,S008,ORG1736,1,2,1,3,3,0,2,85.68
2026-08-12,S009,ORG1736,0,1,0,2,3,0,1,42.84
2026-08-12,S010,ORG1736,0,1,0,2,2,0,1,42.84
2026-08-12,S001,ORG1737,1,0,1,3,3,0,0,0.0
2026-08-12,S002,ORG1737,0,2,1,2,1,0,1,29.12
2026-08-12,S003,ORG1737,1,2,2,2,0,0,1,29.12
2026-08-12,S004,ORG1737,0,1,0,3,2,0,1,29.12
2026-08-12,S005,ORG1737,0,0,0,1,2,0,0,0.0
2026-08-12,S006,ORG1737,0,2,1,2,3,0,1,29.12
2026-08-12,S007,ORG1737,0,2,0,0,2,0,2,58.24
2026-08-12,S008,ORG1737,0,0,0,2,3,0,0,0.0
2026-08-12,S009,ORG1737,1,5,3,0,1,0,3,87.36
2026-08-12,S010,ORG1737,1,2,2,1,3,0,1,29.12
2026-08-12,S001,ORG1738,0,1,0,1,3,0,1,20.24
2026-08-12,S002,ORG1738,0,0,0,3,0,0,0,0.0
2026-08-12,S003,ORG1738,1,2,1,3,1,0,2,40.48
2026-08-12,S004,ORG1738,1,3,3,2,1,0,1,20.24
2026-08-12,S005,ORG1738,1,0,0,2,2,0,1,20.24
2026-08-12,S006,ORG1738,0,1,0,3,1,0,1,20.24
2026-08-12,S007,ORG1738,1,3,3,1,1,0,1,20.24
2026-08-12,S008,ORG1738,2,0,0,1,0,0,2,40.48
2026-08-12,S009,ORG1738,0,3,3,3,2,0,0,0.0
2026-08-12,S010,ORG1738,1,1,1,2,3,0,1,20.24
2026-08-12,S001,ORG1739,1,1,2,2,1,0,0,0.0
2026-08-12,S002,ORG1739,0,0,0,3,2,0,0,0.0
2026-08-12,S003,ORG1739,1,1,2,0,1,0,0,0.0
2026-08-12,S004,ORG1739,1,2,2,2,0,0,1,34.92
2026-08-12,S005,ORG1739,0,5,4,2,3,1,1,34.92
2026-08-12,S006,ORG1739,0,0,0,1,2,0,0,0.0
2026-08-12,S007,ORG1739,2,2,2,2,3,0,2,69.84
2026-08-12,S008,ORG1739,1,1,1,2,0,0,1,34.92
2026-08-12,S009,ORG1739,2,4,4,1,0,0,2,69.84
2026-08-12,S010,ORG1739,0,0,0,3,0,0,0,0.0
2026-08-12,S001,ORG1740,0,1,0,1,3,0,1,11.49
2026-08-12,S002,ORG1740,1,2,1,2,3,0,2,22.98
2026-08-12,S003,ORG1740,1,0,0,1,3,0,1,11.49
2026-08-12,S004,ORG1740,0,0,0,0,3,0,0,0.0
2026-08-12,S005,ORG1740,0,0,0,2,2,0,0,0.0
2026-08-12,S006,ORG1740,1,5,3,3,1,0,3,34.47
2026-08-12,S007,ORG1740,0,0,0,0,1,0,0,0.0
2026-08-12,S008,ORG1740,0,0,0,3,2,0,0,0.0
2026-08-12,S009,ORG1740,0,2,1,3,1,0,1,11.49
2026-08-12,S010,ORG1740,0,0,0,1,3,0,0,0.0
2026-08-12,S001,ORG1741,0,0,0,2,2,0,0,0.0
2026-08-12,S002,ORG1741,0,0,0,1,3,0,0,0.0
2026-08-12,S003,ORG1741,1,2,1,0,2,0,2,65.14
2026-08-12,S004,ORG1741,0,0,0,1,1,0,0,0.0
2026-08-12,S005,ORG1741,0,1,0,0,2,0,1,32.57
2026-08-12,S006,ORG1741,1,2,2,0,1,0,1,32.57
2026-08-12,S007,ORG1741,0,0,0,1,2,0,0,0.0
2026-08-12,S008,ORG1741,0,2,1,3,3,0,1,32.57
2026-08-12,S009,ORG1741,1,0,0,0,3,0,1,32.57
2026-08-12,S010,ORG1741,2,5,5,1,3,0,2,65.14
2026-08-12,S001,ORG1742,0,0,0,3,2,0,0,0.0
2026-08-12,S002,ORG1742,1,1,0,1,3,0,2,44.48
2026-08-12,S003,ORG1742,1,0,0,0,2,0,1,22.24
2026-08-12,S004,ORG1742,1,0,1,2,0,0,0,0.0
2026-08-12,S005,ORG1742,0,0,0,3,1,0,0,0.0
2026-08-12,S006,ORG1742,1,0,0,0,2,0,1,22.24
2026-08-12,S007,ORG1742,0,0,0,1,3,0,0,0.0
2026-08-12,S008,ORG1742,0,5,3,0,1,0,2,44.48
2026-08-12,S009,ORG1742,0,2,1,0,1,0,1,22.24
2026-08-12,S010,ORG1742,1,2,2,1,3,0,1,22.24
2026-08-12,S001,ORG1743,1,0,0,2,0,0,1,59.64
2026-08-12,S002,ORG1743,1,5,4,3,1,0,2,119.28
2026-08-12,S003,ORG1743,1,5,5,0,0,0,1,59.64
2026-08-12,S004,ORG1743,0,0,0,0,1,0,0,0.0
2026-08-12,S005,ORG1743,2,0,0,2,2,0,2,119.28
2026-08-12,S006,ORG1743,1,3,3,1,2,0,1,59.64
2026-08-12,S007,ORG1743,0,0,0,1,1,0,0,0.0
2026-08-12,S008,ORG1743,0,4,3,3,2,0,1,59.64
2026-08-12,S009,ORG1743,0,7,5,1,2,0,2,119.28
2026-08-12,S010,ORG1743,1,2,2,1,0,1,1,59.64
2026-08-12,S001,ORG1744,0,4,3,3,0,0,1,8.42
2026-08-12,S002,ORG1744,0,2,2,0,1,0,0,0.0
2026-08-12,S003,ORG1744,1,14,9,0,3,0,6,50.52
2026-08-12,S004,ORG1744,1,1,2,3,1,0,0,0.0
2026-08-12,S005,ORG1744,1,0,1,1,0,0,0,0.0
2026-08-12,S006,ORG1744,2,13,9,2,0,0,6,50.52
2026-08-12,S007,ORG1744,0,4,3,0,2,0,1,8.42
2026-08-12,S008,ORG1744,1,12,8,1,1,1,5,42.1
2026-08-12,S009,ORG1744,0,3,3,2,0,1,0,0.0
2026-08-12,S010,ORG1744,0,4,3,2,3,0,1,8.42
2026-08-12,S001,ORG1745,1,0,0,2,0,0,1,8.28
2026-08-12,S002,ORG1745,0,1,1,0,1,0,0,0.0
2026-08-12,S003,ORG1745,1,2,2,2,0,0,1,8.28
2026-08-12,S004,ORG1745,0,0,0,0,3,0,0,0.0
2026-08-12,S005,ORG1745,0,3,2,3,3,0,1,8.28
2026-08-12,S006,ORG1745,1,3,3,2,2,0,1,8.28
2026-08-12,S007,ORG1745,2,2,2,3,1,0,2,16.56
2026-08-12,S008,ORG1745,0,2,1,1,3,0,1,8.28
2026-08-12,S009,ORG1745,1,0,0,1,0,0,1,8.28
2026-08-12,S010,ORG1745,0,0,0,3,3,0,0,0.0
2026-08-12,S001,ORG1746,0,0,0,3,0,0,0,0.0
2026-08-12,S002,ORG1746,0,0,0,1,2,0,0,0.0
2026-08-12,S003,ORG1746,2,3,3,1,1,0,2,69.5
2026-08-12,S004,ORG1746,1,0,1,3,0,1,0,0.0
2026-08-12,S005,ORG1746,0,3,2,1,1,0,1,34.75
2026-08-12,S006,ORG1746,0,0,0,3,1,0,0,0.0
2026-08-12,S007,ORG1746,0,0,0,2,2,0,0,0.0
2026-08-12,S008,ORG1746,0,4,2,2,3,0,2,69.5
2026-08-12,S009,ORG1746,0,2,1,0,3,0,1,34.75
2026-08-12,S010,ORG1746,0,1,0,2,2,0,1,34.75
2026-08-12,S001,ORG1747,0,1,0,2,1,1,1,21.9
2026-08-12,S002,ORG1747,1,3,2,1,0,0,2,43.8
2026-08-12,S003,ORG1747,1,0,1,2,3,0,0,0.0
2026-08-12,S004,ORG1747,0,4,3,2,2,0,1,21.9
2026-08-12,S005,ORG1747,0,1,0,1,1,0,1,21.9
2026-08-12,S006,ORG1747,0,1,0,3,0,0,1,21.9
2026-08-12,S007,ORG1747,0,7,5,3,0,0,2,43.8
2026-08-12,S008,ORG1747,0,1,0,0,2,0,1,21.9
2026-08-12,S009,ORG1747,0,0,0,1,1,0,0,0.0
2026-08-12,S010,ORG1747,1,2,2,2,1,0,1,21.9
2026-08-12,S001,ORG1748,0,5,3,0,3,0,2,18.2
2026-08-12,S002,ORG1748,0,2,0,2,2,0,2,18.2
2026-08-12,S003,ORG1748,0,2,1,0,3,0,1,9.1
2026-08-12,S004,ORG1748,1,2,2,0,3,0,1,9.1
2026-08-12,S005,ORG1748,1,2,1,1,2,0,2,18.2
2026-08-12,S006,ORG1748,1,8,6,0,3,0,3,27.3
2026-08-12,S007,ORG1748,1,10,7,0,1,0,4,36.4
2026-08-12,S008,ORG1748,1,3,3,2,3,0,1,9.1
2026-08-12,S009,ORG1748,1,0,1,0,0,0,0,0.0
2026-08-12,S010,ORG1748,0,0,0,1,3,0,0,0.0
2026-08-12,S001,ORG1749,0,0,0,2,1,0,0,0.0
2026-08-12,S002,ORG1749,0,1,0,2,1,0,1,15.07
2026-08-12,S003,ORG1749,0,1,1,0,2,0,0,0.0
2026-08-12,S004,ORG1749,0,0,0,3,1,0,0,0.0
2026-08-12,S005,ORG1749,0,4,3,0,0,0,1,15.07
2026-08-12,S006,ORG1749,2,0,0,3,1,0,2,30.14
2026-08-12,S007,ORG1749,0,3,3,3,3,0,0,0.0
2026-08-12,S008,ORG1749,2,1,1,2,0,0,2,30.14
2026-08-12,S009,ORG1749,1,1,1,3,0,0,1,15.07
2026-08-12,S010,ORG1749,2,5,5,2,0,0,2,30.14
2026-08-12,S001,ORG1750,1,0,0,3,1,0,1,40.42
2026-08-12,S002,ORG1750,0,6,4,0,1,0,2,80.84
2026-08-12,S003,ORG1750,0,8,5,1,2,0,3,121.26
2026-08-12,S004,ORG1750,0,0,0,0,3,0,0,0.0
2026-08-12,S005,ORG1750,1,0,0,0,1,0,1,40.42
2026-08-12,S006,ORG1750,0,5,3,2,3,0,2,80.84
2026-08-12,S007,ORG1750,1,1,2,3,2,0,0,0.0
2026-08-12,S008,ORG1750,1,1,1,2,2,0,1,40.42
2026-08-12,S009,ORG1750,0,1,0,1,1,0,1,40.42
2026-08-12,S010,ORG1750,0,1,1,3,2,0,0,0.0
2026-08-12,S001,ORG1751,1,0,0,0,3,0,1,17.12
2026-08-12,S002,ORG1751,0,0,0,3,2,0,0,0.0
2026-08-12,S003,ORG1751,0,1,0,2,3,0,1,17.12
2026-08-12,S004,ORG1751,0,0,0,2,0,0,0,0.0
2026-08-12,S005,ORG1751,1,0,1,2,3,0,0,0.0
2026-08-12,S006,ORG1751,0,1,0,3,0,0,1,17.12
2026-08-12,S007,ORG1751,0,0,0,0,1,0,0,0.0
2026-08-12,S008,ORG1751,1,4,3,1,2,0,2,34.24
2026-08-12,S009,ORG1751,1,10,7,1,0,0,4,68.48
2026-08-12,S010,ORG1751,1,7,7,2,1,0,1,17.12
2026-08-12,S001,ORG1752,0,0,0,0,1,0,0,0.0
2026-08-12,S002,ORG1752,0,2,1,0,3,0,1,33.58
2026-08-12,S003,ORG1752,0,1,1,2,2,0,0,0.0
2026-08-12,S004,ORG1752,1,1,1,2,3,0,1,33.58
2026-08-12,S005,ORG1752,1,1,2,2,1,0,0,0.0
2026-08-12,S006,ORG1752,0,5,3,2,0,0,2,67.16
2026-08-12,S007,ORG1752,1,3,2,1,2,0,2,67.16
2026-08-12,S008,ORG1752,0,0,0,2,3,0,0,0.0
2026-08-12,S009,ORG1752,1,6,4,1,1,0,3,100.74
2026-08-12,S010,ORG1752,1,0,0,0,2,0,1,33.58
2026-08-12,S001,ORG1753,0,0,0,3,3,0,0,0.0
2026-08-12,S002,ORG1753,0,2,1,3,2,0,1,22.0
2026-08-12,S003,ORG1753,0,1,0,1,1,0,1,22.0
2026-08-12,S004,ORG1753,0,0,0,1,3,0,0,0.0
2026-08-12,S005,ORG1753,0,1,0,1,3,0,1,22.0
2026-08-12,S006,ORG1753,1,0,1,3,3,0,0,0.0
2026-08-12,S007,ORG1753,0,2,2,3,3,0,0,0.0
2026-08-12,S008,ORG1753,0,1,1,2,2,0,0,0.0
2026-08-12,S009,ORG1753,0,3,2,0,2,0,1,22.0
2026-08-12,S010,ORG1753,0,0,0,0,0,0,0,0.0
2026-08-12,S001,ORG1754,0,6,4,2,2,0,2,54.78
2026-08-12,S002,ORG1754,0,0,0,1,1,0,0,0.0
2026-08-12,S003,ORG1754,0,1,0,1,1,0,1,27.39
2026-08-12,S004,ORG1754,0,1,1,1,2,0,0,0.0
2026-08-12,S005,ORG1754,0,0,0,2,3,0,0,0.0
2026-08-12,S006,ORG1754,0,3,3,1,1,0,0,0.0
2026-08-12,S007,ORG1754,1,3,3,3,0,0,1,27.39
2026-08-12,S008,ORG1754,0,2,1,1,0,0,1,27.39
2026-08-12,S009,ORG1754,1,1,1,3,2,0,1,27.39
2026-08-12,S010,ORG1754,0,2,2,0,2,0,0,0.0
2026-08-12,S001,ORG1755,0,0,0,3,0,0,0,0.0
2026-08-12,S002,ORG1755,1,2,2,3,2,0,1,41.62
2026-08-12,S003,ORG1755,1,1,1,1,3,0,1,41.62
2026-08-12,S004,ORG1755,0,9,6,0,1,0,3,124.86
2026-08-12,S005,ORG1755,1,7,5,1,1,0,3,124.86
2026-08-12,S006,ORG1755,0,0,0,0,0,0,0,0.0
2026-08-12,S007,ORG1755,0,1,0,2,3,0,1,41.62
2026-08-12,S008,ORG1755,0,10,5,1,0,0,5,208.1
2026-08-12,S009,ORG1755,0,0,0,1,0,0,0,0.0
2026-08-12,S010,ORG1755,0,0,0,2,3,0,0,0.0
2026-08-12,S001,ORG1756,1,2,2,1,2,0,1,18.2
2026-08-12,S002,ORG1756,0,4,3,2,1,0,1,18.2
2026-08-12,S003,ORG1756,1,0,1,0,1,0,0,0.0
2026-08-12,S004,ORG1756,1,1,2,3,1,1,0,0.0
2026-08-12,S005,ORG1756,0,0,0,2,1,0,0,0.0
2026-08-12,S006,ORG1756,0,2,1,1,2,0,1,18.2
2026-08-12,S007,ORG1756,0,1,1,0,2,0,0,0.0
2026-08-12,S008,ORG1756,1,1,1,0,0,0,1,18.2
2026-08-12,S009,ORG1756,0,4,3,3,2,0,1,18.2
2026-08-12,S010,ORG1756,1,0,1,2,3,0,0,0.0
2026-08-12,S001,ORG1757,0,0,0,0,0,0,0,0.0
2026-08-12,S002,ORG1757,0,4,3,2,1,0,1,13.74
2026-08-12,S003,ORG1757,0,0,0,0,0,0,0,0.0
2026-08-12,S004,ORG1757,0,2,1,1,2,0,1,13.74
2026-08-12,S005,ORG1757,1,0,1,2,1,0,0,0.0
2026-08-12,S006,ORG1757,0,11,8,3,2,0,3,41.22
2026-08-12,S007,ORG1757,1,0,1,3,2,0,0,0.0
2026-08-12,S008,ORG1757,1,2,3,0,1,0,0,0.0
2026-08-12,S009,ORG1757,0,1,1,0,2,1,0,0.0
2026-08-12,S010,ORG1757,2,5,4,2,2,0,3,41.22
2026-08-12,S001,ORG1758,0,0,0,3,2,0,0,0.0
2026-08-12,S002,ORG1758,2,7,6,3,1,0,3,98.88
2026-08-12,S003,ORG1758,0,0,0,2,0,0,0,0.0
2026-08-12,S004,ORG1758,2,10,9,0,3,0,3,98.88
2026-08-12,S005,ORG1758,0,1,1,0,2,1,0,0.0
2026-08-12,S006,ORG1758,2,7,6,3,0,0,3,98.88
2026-08-12,S007,ORG1758,0,0,0,0,2,1,0,0.0
2026-08-12,S008,ORG1758,1,0,0,1,2,0,1,32.96
2026-08-12,S009,ORG1758,1,5,4,2,0,0,2,65.92
2026-08-12,S010,ORG1758,1,4,4,1,3,0,1,32.96
2026-08-12,S001,ORG1759,0,4,3,0,2,0,1,31.08
2026-08-12,S002,ORG1759,1,3,3,0,2,0,1,31.08
2026-08-12,S003,ORG1759,1,1,2,0,3,0,0,0.0
2026-08-12,S004,ORG1759,0,1,1,2,1,0,0,0.0
2026-08-12,S005,ORG1759,1,1,0,2,2,0,2,62.16
2026-08-12,S006,ORG1759,2,6,4,0,2,0,4,124.32
2026-08-12,S007,ORG1759,0,1,1,0,0,0,0,0.0
2026-08-12,S008,ORG1759,1,4,4,2,1,0,1,31.08
2026-08-12,S009,ORG1759,1,2,2,1,1,0,1,31.08
2026-08-12,S010,ORG1759,0,3,2,3,0,0,1,31.08
2026-08-12,S001,ORG1760,1,2,2,3,3,0,1,18.58
2026-08-12,S002,ORG1760,1,3,3,2,2,0,1,18.58
2026-08-12,S003,ORG1760,0,0,0,0,3,0,0,0.0
2026-08-12,S004,ORG1760,0,1,0,0,1,0,1,18.58
2026-08-12,S005,ORG1760,1,1,1,0,2,0,1,18.58
2026-08-12,S006,ORG1760,0,0,0,1,3,0,0,0.0
2026-08-12,S007,ORG1760,0,4,2,1,3,0,2,37.16
2026-08-12,S008,ORG1760,1,0,0,0,0,0,1,18.58
2026-08-12,S009,ORG1760,0,1,0,2,0,0,1,18.58
2026-08-12,S010,ORG1760,0,1,0,3,3,0,1,18.58
2026-08-12,S001,ORG1761,1,0,1,0,3,0,0,0.0
2026-08-12,S002,ORG1761,2,5,5,1,3,0,2,38.32
2026-08-12,S003,ORG1761,1,0,1,0,2,0,0,0.0
2026-08-12,S004,ORG1761,0,0,0,2,0,0,0,0.0
2026-08-12,S005,ORG1761,0,3,3,0,1,0,0,0.0
2026-08-12,S006,ORG1761,0,5,4,1,1,0,1,19.16
2026-08-12,S007,ORG1761,0,3,2,3,2,0,1,19.16
2026-08-12,S008,ORG1761,0,9,6,1,2,0,3,57.48
2026-08-12,S009,ORG1761,0,0,0,0,0,0,0,0.0
2026-08-12,S010,ORG1761,0,0,0,2,0,0,0,0.0
2026-08-12,S001,ORG1762,0,2,1,3,1,0,1,28.93
2026-08-12,S002,ORG1762,0,1,0,3,1,0,1,28.93
2026-08-12,S003,ORG1762,0,0,0,3,0,0,0,0.0
2026-08-12,S004,ORG1762,0,1,1,2,0,0,0,0.0
2026-08-12,S005,ORG1762,0,0,0,1,3,0,0,0.0
2026-08-12,S006,ORG1762,1,1,1,1,2,0,1,28.93
2026-08-12,S007,ORG1762,0,6,4,3,1,0,2,57.86
2026-08-12,S008,ORG1762,1,3,2,3,3,0,2,57.86
2026-08-12,S009,ORG1762,2,4,4,2,3,0,2,57.86
2026-08-12,S010,ORG1762,0,1,1,1,3,0,0,0.0
2026-08-12,S001,ORG1763,1,2,2,0,0,0,1,38.47
2026-08-12,S002,ORG1763,0,0,0,0,3,0,0,0.0
2026-08-12,S003,ORG1763,0,3,2,0,0,0,1,38.47
2026-08-12,S004,ORG1763,0,2,2,0,0,0,0,0.0
2026-08-12,S005,ORG1763,2,5,4,3,1,0,3,115.41
2026-08-12,S006,ORG1763,2,2,2,0,1,0,2,76.94
2026-08-12,S007,ORG1763,1,2,2,0,0,0,1,38.47
2026-08-12,S008,ORG1763,1,2,2,0,0,0,1,38.47
2026-08-12,S009,ORG1763,0,0,0,2,3,0,0,0.0
2026-08-12,S010,ORG1763,0,5,4,1,2,0,1,38.47
2026-08-12,S001,ORG1764,0,0,0,1,3,0,0,0.0
2026-08-12,S002,ORG1764,0,0,0,3,3,0,0,0.0
2026-08-12,S003,ORG1764,0,0,0,0,1,0,0,0.0
2026-08-12,S004,ORG1764,0,2,1,3,3,1,1,28.62
2026-08-12,S005,ORG1764,1,4,3,2,3,0,2,57.24
2026-08-12,S006,ORG1764,0,3,2,3,1,0,1,28.62
2026-08-12,S007,ORG1764,0,0,0,3,3,0,0,0.0
2026-08-12,S008,ORG1764,0,0,0,0,1,0,0,0.0
2026-08-12,S009,ORG1764,1,0,1,0,1,0,0,0.0
2026-08-12,S010,ORG1764,0,4,2,0,1,0,2,57.24
2026-08-12,S001,ORG1765,0,0,0,2,0,0,0,0.0
2026-08-12,S002,ORG1765,0,5,3,1,3,0,2,58.82
2026-08-12,S003,ORG1765,0,4,2,2,2,0,2,58.82
2026-08-12,S004,ORG1765,1,0,1,3,1,0,0,0.0
2026-08-12,S005,ORG1765,0,0,0,0,0,0,0,0.0
2026-08-12,S006,ORG1765,1,0,0,2,2,0,1,29.41
2026-08-12,S007,ORG1765,1,7,5,2,2,0,3,88.23
2026-08-12,S008,ORG1765,0,2,1,2,1,0,1,29.41
2026-08-12,S009,ORG1765,0,0,0,1,2,0,0,0.0
2026-08-12,S010,ORG1765,0,0,0,1,0,0,0,0.0
2026-08-12,S001,ORG1766,0,2,2,3,0,0,0,0.0
2026-08-12,S002,ORG1766,0,14,9,2,2,0,5,100.5
2026-08-12,S003,ORG1766,0,3,1,0,1,0,2,40.2
2026-08-12,S004,ORG1766,0,0,0,0,1,0,0,0.0
2026-08-12,S005,ORG1766,0,1,1,0,3,0,0,0.0
2026-08-12,S006,ORG1766,1,3,3,1,1,0,1,20.1
2026-08-12,S007,ORG1766,0,5,3,1,2,0,2,40.2
2026-08-12,S008,ORG1766,0,10,7,2,3,1,3,60.3
2026-08-12,S009,ORG1766,0,0,0,2,1,0,0,0.0
2026-08-12,S010,ORG1766,0,3,2,1,2,0,1,20.1
2026-08-12,S001,ORG1767,0,1,0,1,3,0,1,23.57
2026-08-12,S002,ORG1767,0,2,1,3,1,0,1,23.57
2026-08-12,S003,ORG1767,1,1,2,0,0,0,0,0.0
2026-08-12,S004,ORG1767,1,3,3,0,2,0,1,23.57
2026-08-12,S005,ORG1767,0,0,0,3,2,0,0,0.0
2026-08-12,S006,ORG1767,0,3,2,2,3,0,1,23.57
2026-08-12,S007,ORG1767,0,1,1,2,3,0,0,0.0
2026-08-12,S008,ORG1767,0,0,0,1,3,0,0,0.0
2026-08-12,S009,ORG1767,0,2,2,1,0,0,0,0.0
2026-08-12,S010,ORG1767,0,1,0,3,1,0,1,23.57
2026-08-12,S001,ORG1768,0,0,0,3,0,0,0,0.0
2026-08-12,S002,ORG1768,1,2,2,2,0,0,1,6.3
2026-08-12,S003,ORG1768,0,0,0,0,0,0,0,0.0
2026-08-12,S004,ORG1768,0,0,0,1,2,0,0,0.0
2026-08-12,S005,ORG1768,0,0,0,2,3,0,0,0.0
2026-08-12,S006,ORG1768,0,3,2,1,2,0,1,6.3
2026-08-12,S007,ORG1768,0,3,2,1,1,0,1,6.3
2026-08-12,S008,ORG1768,1,0,1,3,2,0,0,0.0
2026-08-12,S009,ORG1768,0,0,0,3,1,0,0,0.0
2026-08-12,S010,ORG1768,1,0,0,0,0,0,1,6.3
2026-08-12,S001,ORG1769,0,4,3,3,2,0,1,44.26
2026-08-12,S002,ORG1769,0,2,2,3,1,0,0,0.0
2026-08-12,S003,ORG1769,1,0,1,2,0,0,0,0.0
2026-08-12,S004,ORG1769,0,1,0,1,3,0,1,44.26
2026-08-12,S005,ORG1769,1,0,1,1,0,0,0,0.0
2026-08-12,S006,ORG1769,0,2,1,2,0,0,1,44.26
2026-08-12,S007,ORG1769,0,1,1,3,2,0,0,0.0
2026-08-12,S008,ORG1769,2,0,0,1,0,0,2,88.52
2026-08-12,S009,ORG1769,0,1,0,0,2,0,1,44.26
2026-08-12,S010,ORG1769,1,0,0,0,0,1,1,44.26
2026-08-12,S001,ORG1770,0,0,0,0,2,0,0,0.0
2026-08-12,S002,ORG1770,3,11,9,0,0,0,5,100.25
2026-08-12,S003,ORG1770,1,0,1,3,3,0,0,0.0
2026-08-12,S004,ORG1770,0,0,0,1,0,0,0,0.0
2026-08-12,S005,ORG1770,1,1,1,2,1,0,1,20.05
2026-08-12,S006,ORG1770,1,4,3,3,3,0,2,40.1
2026-08-12,S007,ORG1770,0,1,0,0,3,0,1,20.05
2026-08-12,S008,ORG1770,0,0,0,0,0,0,0,0.0
2026-08-12,S009,ORG1770,0,0,0,1,0,0,0,0.0
2026-08-12,S010,ORG1770,0,4,3,3,2,0,1,20.05
2026-08-12,S001,LGT1771,0,1,1,3,1,0,0,0.0
2026-08-12,S002,LGT1771,2,0,0,1,2,0,2,52.44
2026-08-12,S003,LGT1771,1,1,2,0,2,0,0,0.0
2026-08-12,S004,LGT1771,1,0,0,0,0,0,1,26.22
2026-08-12,S005,LGT1771,1,5,4,0,1,0,2,52.44
2026-08-12,S006,LGT1771,1,1,0,2,0,0,2,52.44
2026-08-12,S007,LGT1771,0,0,0,1,3,0,0,0.0
2026-08-12,S008,LGT1771,1,2,2,0,1,0,1,26.22
2026-08-12,S009,LGT1771,0,4,2,0,2,0,2,52.44
