Markdown_ID,SKU_ID,Store_ID,Markdown_Date,Original_Price,Markdown_Price,Markdown_Percentage,Inventory_Before_Markdown,Units_Sold_After_Markdown,Revenue_After_Markdown,Velocity_Before,Velocity_After
MD00848,SRV1006,S007,2026-06-23,125.25,100.2,0.2,8,4,440.88,0.5,1.1
MD00849,WAL0298,S001,2026-07-16,83.89,58.72,0.3,6,4,234.89,0.4,1.0
MD00850,WAL0240,S006,2026-06-10,125.89,100.71,0.2,5,3,322.28,0.4,0.8
MD00851,SHT1286,S004,2026-06-06,78.89,63.11,0.2,6,3,201.96,0.4,0.8
MD00852,FLR1837,S004,2026-07-27,242.92,145.75,0.4,6,3,408.11,0.4,0.7
MD00853,WAL0287,S005,2026-07-17,133.16,79.9,0.4,6,3,255.67,0.4,0.8
MD00854,FUR0629,S006,2026-07-23,489.11,366.83,0.25,4,2,880.4,0.4,0.6
MD00855,DEC0100,S009,2026-07-07,110.15,82.61,0.25,5,3,264.36,0.4,0.8
MD00856,WAL0350,S004,2026-06-10,76.5,53.55,0.3,6,4,192.78,0.4,0.9
MD00857,SRV1062,S008,2026-07-25,82.91,66.33,0.2,6,3,185.72,0.4,0.7
MD00858,KIT0916,S007,2026-08-02,204.65,122.79,0.4,5,3,392.93,0.4,0.8
MD00859,SHL1700,S006,2026-07-14,74.98,44.99,0.4,8,4,161.96,0.4,0.9
MD00860,KIT0941,S007,2026-06-27,182.8,127.96,0.3,5,3,358.29,0.4,0.7
MD00861,FUR0609,S006,2026-06-14,374.11,299.29,0.2,7,4,1077.44,0.4,0.9
MD00862,TAB0784,S002,2026-05-31,244.89,171.42,0.3,8,5,891.4,0.6,1.3
MD00863,GFT2248,S008,2026-06-23,170.28,136.22,0.2,6,3,381.43,0.4,0.7
MD00864,SHT1263,S006,2026-07-23,156.35,125.08,0.2,6,3,400.26,0.4,0.8
MD00865,SEA0677,S006,2026-07-13,327.56,245.67,0.25,6,4,884.41,0.4,0.9
MD00866,CND2101,S006,2026-08-05,84.89,67.91,0.2,7,3,190.15,0.5,0.7
MD00867,TOW1454,S006,2026-06-10,42.11,25.27,0.4,6,3,80.85,0.4,0.8
MD00868,TAB0845,S006,2026-06-14,536.8,375.76,0.3,6,4,1503.04,0.4,1.0
MD00869,FRM2212,S008,2026-06-27,69.57,48.7,0.3,6,3,155.84,0.4,0.8
MD00870,DEC0003,S006,2026-06-12,28.76,21.57,0.25,7,4,77.65,0.4,0.9
MD00871,DEC0014,S002,2026-06-19,47.2,33.04,0.3,6,4,118.94,0.4,0.9
MD00872,SHT1307,S002,2026-08-02,112.5,78.75,0.3,5,2,189.0,0.4,0.6
MD00873,WAL0304,S008,2026-07-28,149.26,89.56,0.4,5,3,250.76,0.4,0.7
MD00874,WAL0266,S003,2026-06-19,29.88,20.92,0.3,5,3,58.56,0.4,0.7
MD00875,TOW1454,S009,2026-07-24,42.11,33.69,0.2,5,2,80.85,0.4,0.6
MD00876,DEC0118,S008,2026-07-24,95.45,66.81,0.3,4,2,160.36,0.4,0.6
MD00877,PIL1337,S005,2026-06-18,56.51,42.38,0.25,7,3,135.62,0.4,0.8
MD00878,ORG1726,S003,2026-07-24,56.8,39.76,0.3,6,2,95.42,0.4,0.6
MD00879,DEC0078,S008,2026-06-15,61.2,45.9,0.25,5,3,128.52,0.4,0.7
MD00880,UTL1101,S008,2026-07-02,38.82,27.17,0.3,4,2,65.22,0.4,0.6
MD00881,MIR0406,S006,2026-07-28,88.52,61.96,0.3,8,2,148.71,0.4,0.6
MD00882,SEA0676,S004,2026-06-14,236.87,189.5,0.2,5,3,606.39,0.4,0.8
MD00883,DEC0050,S006,2026-07-07,83.86,62.89,0.25,12,4,276.74,0.6,1.1
MD00884,KIT0965,S006,2026-07-26,75.22,60.18,0.2,6,4,216.63,0.4,0.9
MD00885,WAL0229,S002,2026-07-20,51.16,35.81,0.3,6,2,85.95,0.4,0.6
MD00886,LGT1810,S002,2026-06-16,85.09,51.05,0.4,6,3,142.95,0.4,0.7
MD00887,KIT0882,S010,2026-07-15,215.44,150.81,0.3,6,4,542.91,0.4,0.9
MD00888,TAB0830,S005,2026-06-14,295.68,236.54,0.2,5,2,567.71,0.4,0.6
MD00889,KIT0970,S010,2026-06-29,172.31,103.39,0.4,5,3,289.48,0.4,0.7
MD00890,FUR0669,S007,2026-08-04,100.82,80.66,0.2,4,2,193.57,0.4,0.6
MD00891,CND2153,S005,2026-06-09,62.89,37.73,0.4,9,3,120.75,0.5,0.8
MD00892,FUR0653,S008,2026-08-05,117.54,82.28,0.3,5,3,230.38,0.4,0.7
MD00893,BSK1619,S006,2026-05-31,81.24,64.99,0.2,6,3,207.97,0.4,0.8
MD00894,FUR0610,S006,2026-06-14,481.56,385.25,0.2,5,3,1078.69,0.4,0.7
MD00895,SRV1079,S007,2026-07-04,110.28,66.17,0.4,6,4,264.67,0.4,1.0
MD00896,SRV1040,S006,2026-07-11,111.7,83.78,0.25,5,3,268.08,0.4,0.8
MD00897,UTL1127,S006,2026-08-05,63.73,44.61,0.3,4,2,107.07,0.4,0.6
MD00898,WAL0327,S006,2026-06-10,162.53,113.77,0.3,6,2,273.05,0.4,0.6
MD00899,SRV0978,S008,2026-07-30,35.67,28.54,0.2,7,4,102.73,0.4,0.9
MD00900,SHT1234,S009,2026-06-15,181.01,126.71,0.3,7,4,456.15,0.4,0.9
MD00901,WAL0331,S005,2026-06-19,72.67,43.6,0.4,5,3,122.09,0.4,0.7
MD00902,LGT1802,S005,2026-07-18,46.34,32.44,0.3,6,3,90.83,0.4,0.7
MD00903,TOW1431,S008,2026-06-14,23.03,18.42,0.2,7,3,51.59,0.4,0.7
MD00904,ORG1757,S010,2026-08-02,34.28,25.71,0.25,7,4,102.84,0.4,1.0
MD00905,PIL1375,S002,2026-07-06,57.48,34.49,0.4,7,4,124.16,0.4,0.9
MD00906,WAL0317,S003,2026-07-25,169.62,101.77,0.4,6,4,366.38,0.4,0.9
MD00907,LGT1822,S006,2026-07-19,142.87,85.72,0.4,6,3,274.31,0.4,0.8
MD00908,SHT1248,S002,2026-06-04,80.82,64.66,0.2,7,4,232.76,0.4,0.9
MD00909,WAL0296,S006,2026-07-24,76.43,53.5,0.3,8,2,128.4,0.4,0.6
MD00910,GFT2222,S006,2026-06-10,93.63,65.54,0.3,9,5,314.6,0.6,1.2
MD00911,BTH1513,S008,2026-07-14,64.69,51.75,0.2,7,3,144.91,0.4,0.7
MD00912,LGT1820,S002,2026-07-29,227.88,159.52,0.3,6,3,446.64,0.4,0.7
MD00913,FLR1840,S008,2026-06-20,303.49,242.79,0.2,10,6,1359.64,0.6,1.4
MD00914,SRV1077,S006,2026-06-07,28.92,23.14,0.2,5,3,64.78,0.4,0.7
MD00915,MIR0393,S006,2026-07-30,147.92,118.34,0.2,6,4,426.01,0.4,0.9
MD00916,DEC0043,S005,2026-07-04,36.94,25.86,0.3,5,3,72.4,0.4,0.7
MD00917,DEC0186,S010,2026-07-22,37.52,28.14,0.25,5,3,78.79,0.4,0.7
MD00918,DEC0181,S008,2026-07-18,94.17,75.34,0.2,5,2,180.81,0.4,0.6
MD00919,SHT1325,S008,2026-07-23,187.47,131.23,0.3,7,4,472.42,0.4,0.9
MD00920,DEC0131,S008,2026-07-31,79.51,55.66,0.3,5,3,155.84,0.4,0.7
MD00921,DEC0152,S006,2026-06-25,76.82,46.09,0.4,8,4,184.37,0.4,1.0
MD00922,SHL1664,S001,2026-07-09,210.49,126.29,0.4,6,3,353.62,0.4,0.7
MD00923,DEC0166,S005,2026-07-29,97.83,78.26,0.2,6,3,219.14,0.4,0.7
MD00924,TEX0492,S008,2026-06-25,33.35,20.01,0.4,5,3,64.03,0.4,0.8
MD00925,TAB0809,S003,2026-07-29,170.55,119.39,0.3,5,3,334.28,0.4,0.7
MD00926,SHL1676,S009,2026-06-25,184.68,110.81,0.4,8,4,443.23,0.4,1.0
MD00927,DEC0130,S009,2026-06-21,75.23,60.18,0.2,4,2,144.44,0.4,0.6
MD00928,SEA0691,S008,2026-06-10,519.73,311.84,0.4,4,2,748.41,0.4,0.6
MD00929,UTL1125,S003,2026-07-15,63.32,50.66,0.2,7,4,182.36,0.4,0.9
MD00930,DUV1159,S003,2026-06-19,85.3,59.71,0.3,7,4,214.96,0.4,0.9
MD00931,KIT0856,S006,2026-07-29,158.72,95.23,0.4,7,3,304.74,0.4,0.8
MD00932,ORG1721,S009,2026-07-30,87.76,61.43,0.3,7,3,172.01,0.4,0.7
MD00933,DUV1153,S008,2026-07-19,116.7,81.69,0.3,7,4,294.08,0.4,0.9
MD00934,UTL1135,S002,2026-06-06,17.38,13.04,0.25,5,3,41.71,0.4,0.8
MD00935,TEX0463,S007,2026-06-04,92.24,55.34,0.4,6,3,154.96,0.4,0.7
MD00936,UTL1148,S009,2026-07-25,48.06,33.64,0.3,8,3,94.2,0.4,0.7
MD00937,FUR0562,S010,2026-07-15,171.65,102.99,0.4,6,4,370.76,0.4,0.9
MD00938,CND2104,S007,2026-07-27,61.26,36.76,0.4,9,4,132.32,0.6,0.9
MD00939,FUR0623,S003,2026-06-16,245.62,184.22,0.25,5,3,589.49,0.4,0.8
MD00940,WAL0303,S007,2026-06-22,68.11,47.68,0.3,4,2,114.42,0.4,0.6
MD00941,WAL0349,S009,2026-05-29,161.02,112.71,0.3,6,3,315.6,0.4,0.7
MD00942,TAB0824,S007,2026-06-23,267.84,200.88,0.25,5,3,562.46,0.4,0.7
MD00943,SHL1692,S003,2026-07-22,83.41,50.05,0.4,7,3,160.15,0.4,0.8
MD00944,SEA0698,S009,2026-07-30,679.74,509.81,0.25,7,4,1835.3,0.4,0.9
MD00945,DEC0018,S007,2026-05-29,81.57,57.1,0.3,6,4,205.56,0.4,0.9
MD00946,SRV1058,S008,2026-05-31,104.38,62.63,0.4,4,2,150.31,0.4,0.6
MD00947,TEX0541,S010,2026-06-27,105.36,84.29,0.2,5,3,269.72,0.4,0.8
MD00948,MIR0403,S001,2026-06-20,108.07,64.84,0.4,6,4,233.43,0.4,0.9
MD00949,DEC0054,S005,2026-07-01,75.9,60.72,0.2,5,3,170.02,0.4,0.7
MD00950,SHT1279,S007,2026-06-18,168.57,118.0,0.3,6,3,330.4,0.4,0.7
MD00951,DEC0035,S001,2026-06-02,125.35,75.21,0.4,5,3,240.67,0.4,0.8
MD00952,FUR0659,S001,2026-07-01,329.04,230.33,0.3,6,4,829.18,0.4,0.9
MD00953,MIR0393,S010,2026-05-29,147.92,118.34,0.2,5,3,378.68,0.4,0.8
MD00954,TEX0535,S010,2026-05-30,85.11,68.09,0.2,5,3,190.65,0.4,0.7
MD00955,DEC0128,S009,2026-07-16,110.01,66.01,0.4,6,4,237.62,0.4,0.9
MD00956,TOW1474,S002,2026-07-03,73.11,58.49,0.2,5,2,140.37,0.4,0.6
MD00957,DEC0090,S006,2026-06-28,112.47,67.48,0.4,5,2,161.96,0.4,0.6
MD00958,DEC0069,S003,2026-07-08,118.87,71.32,0.4,5,3,199.7,0.4,0.7
MD00959,SUM2035,S010,2026-07-08,110.89,83.17,0.25,6,3,232.87,0.4,0.7
MD00960,TEX0531,S009,2026-06-04,23.93,19.14,0.2,5,2,45.95,0.4,0.6
MD00961,SRV0989,S005,2026-07-06,19.68,15.74,0.2,4,2,37.79,0.4,0.6
MD00962,PIL1372,S006,2026-06-06,40.81,28.57,0.3,10,5,137.12,0.7,1.2
MD00963,TOW1431,S006,2026-07-11,23.03,17.27,0.25,6,3,55.27,0.4,0.8
MD00964,TEX0542,S004,2026-08-04,20.33,14.23,0.3,4,2,34.15,0.4,0.6
MD00965,TEX0438,S007,2026-06-01,97.59,68.31,0.3,7,3,191.28,0.4,0.7
MD00966,DEC0081,S009,2026-07-22,42.9,34.32,0.2,6,4,137.28,0.4,1.0
MD00967,DUV1204,S008,2026-08-04,238.68,179.01,0.25,6,2,429.62,0.4,0.6
MD00968,FLR1859,S005,2026-06-26,133.35,106.68,0.2,5,2,256.03,0.4,0.6
MD00969,KIT0913,S006,2026-08-02,193.73,116.24,0.4,7,3,371.96,0.4,0.8
MD00970,BTH1530,S002,2026-06-10,28.39,19.87,0.3,7,4,71.54,0.4,0.9
MD00971,MIR0420,S008,2026-06-14,134.35,94.04,0.3,5,3,263.33,0.4,0.7
MD00972,PIL1368,S006,2026-07-13,42.05,33.64,0.2,7,3,94.19,0.4,0.7
MD00973,SRV1010,S002,2026-05-31,108.04,81.03,0.25,6,4,291.71,0.4,0.9
MD00974,UTL1090,S005,2026-06-01,23.82,16.67,0.3,6,3,53.36,0.4,0.8
MD00975,KIT0904,S002,2026-07-19,217.77,174.22,0.2,5,3,557.49,0.4,0.8
MD00976,TEX0463,S010,2026-06-10,92.24,64.57,0.3,7,4,232.44,0.5,0.9
MD00977,FLR1856,S008,2026-07-15,105.05,84.04,0.2,5,2,201.7,0.4,0.6
MD00978,MIR0368,S009,2026-06-10,81.98,61.48,0.25,4,2,147.56,0.4,0.6
MD00979,FUR0650,S007,2026-06-02,204.26,122.56,0.4,6,4,490.22,0.4,1.0
MD00980,WAL0236,S007,2026-05-29,50.25,35.17,0.3,6,4,126.63,0.4,0.9
MD00981,MIR0363,S002,2026-07-03,99.14,59.48,0.4,4,2,142.76,0.4,0.6
MD00982,SEA0746,S006,2026-06-03,168.53,117.97,0.3,5,3,330.32,0.4,0.7
MD00983,KIT0937,S007,2026-06-13,46.53,37.22,0.2,5,3,104.23,0.4,0.7
MD00984,DEC0079,S006,2026-06-15,52.96,37.07,0.3,5,3,103.8,0.4,0.7
MD00985,FUR0602,S002,2026-07-26,412.45,329.96,0.2,5,3,923.89,0.4,0.7
MD00986,WAL0273,S005,2026-07-27,172.15,137.72,0.2,7,4,495.79,0.4,0.9
MD00987,DEC0050,S009,2026-08-02,83.86,62.89,0.25,4,2,150.95,0.4,0.6
MD00988,FUR0639,S007,2026-07-02,175.68,122.98,0.3,6,3,344.33,0.4,0.7
MD00989,TEX0523,S009,2026-06-04,96.18,57.71,0.4,6,3,184.67,0.4,0.8
MD00990,SRV0971,S006,2026-06-15,65.65,49.24,0.25,5,3,137.87,0.4,0.7
MD00991,FUR0656,S009,2026-06-04,276.61,193.63,0.3,5,3,542.16,0.4,0.7
MD00992,LGT1816,S006,2026-07-20,156.13,117.1,0.25,6,3,327.87,0.4,0.7
MD00993,TEX0497,S006,2026-07-18,85.6,68.48,0.2,7,2,164.35,0.4,0.6
MD00994,KIT0892,S005,2026-07-18,55.82,39.07,0.3,5,3,125.04,0.4,0.8
MD00995,DEC0140,S001,2026-06-29,44.34,26.6,0.4,5,3,85.13,0.4,0.8
MD00996,TAB0847,S006,2026-06-23,203.3,152.48,0.25,6,4,548.91,0.4,0.9
MD00997,DEC0062,S007,2026-06-08,104.67,78.5,0.25,6,3,219.81,0.4,0.7
MD00998,DEC0190,S001,2026-07-07,43.79,32.84,0.25,8,4,118.23,0.4,0.9
MD00999,CND2153,S006,2026-07-19,62.89,47.17,0.25,7,4,207.54,0.5,1.1
MD01000,FRM2191,S006,2026-07-28,93.95,75.16,0.2,7,4,270.58,0.4,0.9
MD01001,UTL1116,S007,2026-08-02,59.17,41.42,0.3,5,3,132.54,0.4,0.8
MD01002,PIL1382,S005,2026-07-15,92.65,64.86,0.3,6,3,181.59,0.4,0.7
MD01003,MIR0371,S008,2026-06-29,200.13,160.1,0.2,6,4,576.37,0.4,0.9
MD01004,WAL0269,S009,2026-06-08,104.49,78.37,0.25,5,3,219.43,0.4,0.7
MD01005,FUR0613,S005,2026-06-03,428.94,257.36,0.4,6,3,823.56,0.4,0.8
MD01006,TEX0437,S003,2026-07-20,73.08,43.85,0.4,5,3,140.31,0.4,0.8
MD01007,KIT0942,S008,2026-07-05,97.35,73.01,0.25,6,4,262.84,0.4,0.9
MD01008,CND2129,S008,2026-06-27,34.96,20.98,0.4,5,2,50.34,0.4,0.6
MD01009,WAL0300,S006,2026-07-25,104.93,73.45,0.3,4,2,176.28,0.4,0.6
MD01010,WAL0192,S007,2026-07-13,84.52,67.62,0.2,5,3,216.37,0.4,0.8
MD01011,DEC0031,S009,2026-07-28,110.72,83.04,0.25,8,4,298.94,0.4,0.9
MD01012,DEC0060,S002,2026-06-30,117.81,88.36,0.25,5,3,282.74,0.4,0.8
MD01013,FRM2172,S002,2026-07-06,90.1,67.57,0.25,8,3,189.21,0.4,0.7
MD01014,DEC0094,S002,2026-06-14,117.32,93.86,0.2,4,2,225.25,0.4,0.6
MD01015,TEX0530,S005,2026-07-20,30.25,18.15,0.4,5,3,50.82,0.4,0.7
MD01016,SRV1033,S007,2026-08-05,112.13,89.7,0.2,6,4,322.93,0.4,0.9
MD01017,TAB0830,S009,2026-06-09,295.68,221.76,0.25,5,2,532.22,0.4,0.6
MD01018,MIR0401,S005,2026-07-07,79.36,59.52,0.25,4,2,142.85,0.4,0.6
MD01019,WAL0308,S006,2026-06-25,184.26,110.56,0.4,10,4,442.22,0.7,1.0
MD01020,KIT0905,S004,2026-05-29,138.96,97.27,0.3,4,2,233.45,0.4,0.6
MD01021,TAB0808,S008,2026-07-09,391.37,273.96,0.3,6,4,986.25,0.4,0.9
MD01022,FLR1846,S009,2026-05-29,398.96,319.17,0.2,8,5,1532.01,0.5,1.2
MD01023,ORG1730,S006,2026-06-01,87.79,70.23,0.2,6,3,224.74,0.4,0.8
MD01024,WAL0341,S003,2026-06-04,30.99,24.79,0.2,5,3,69.42,0.4,0.7
MD01025,WAL0213,S007,2026-07-10,131.62,78.97,0.4,5,3,252.71,0.4,0.8
MD01026,SRV1012,S002,2026-07-05,79.11,47.47,0.4,5,3,132.9,0.4,0.7
MD01027,PEN1893,S006,2026-07-21,455.89,341.92,0.25,7,4,1504.44,0.5,1.1
MD01028,WAL0312,S006,2026-07-05,84.92,50.95,0.4,6,2,122.28,0.4,0.6
MD01029,TEX0486,S005,2026-07-25,76.27,57.2,0.25,6,4,205.93,0.4,0.9
MD01030,TAB0850,S002,2026-07-09,140.77,98.54,0.3,4,2,236.49,0.4,0.6
MD01031,DEC0190,S005,2026-07-08,43.79,35.03,0.2,5,3,112.1,0.4,0.8
MD01032,DEC0122,S007,2026-07-04,121.69,97.35,0.2,8,3,311.53,0.4,0.8
MD01033,TAB0832,S006,2026-07-16,551.81,441.45,0.2,4,2,1059.48,0.4,0.6
MD01034,SRV1001,S006,2026-07-13,125.75,75.45,0.4,9,4,301.8,0.4,1.0
MD01035,TEX0436,S007,2026-06-19,68.75,55.0,0.2,4,2,132.0,0.4,0.6
MD01036,SRV1032,S005,2026-07-30,37.75,26.42,0.3,6,4,95.13,0.4,0.9
MD01037,BSK1629,S008,2026-07-05,31.21,21.85,0.3,6,3,61.17,0.4,0.7
MD01038,SRV1028,S002,2026-06-28,66.23,52.98,0.2,5,3,148.36,0.4,0.7
MD01039,DEC0069,S002,2026-07-17,118.87,71.32,0.4,6,3,199.7,0.4,0.7
MD01040,DEC0088,S008,2026-06-17,60.36,48.29,0.2,5,3,135.21,0.4,0.7
MD01041,DEC0046,S010,2026-06-04,25.07,18.8,0.25,5,3,60.17,0.4,0.8
MD01042,FLR1872,S003,2026-06-03,112.36,78.65,0.3,8,4,346.07,0.5,1.1
MD01043,TEX0431,S007,2026-07-13,51.87,38.9,0.25,6,3,108.93,0.4,0.7
MD01044,DEC0081,S008,2026-06-02,42.9,32.17,0.25,5,2,77.22,0.4,0.6
MD01045,BTH1561,S008,2026-06-15,17.29,12.97,0.25,5,2,31.12,0.4,0.6
MD01046,MIR0412,S008,2026-06-27,233.31,163.32,0.3,7,3,457.29,0.4,0.7
MD01047,TEX0445,S007,2026-06-28,59.6,47.68,0.2,5,3,133.5,0.4,0.7
MD01048,UTL1145,S010,2026-06-09,22.11,17.69,0.2,8,4,70.75,0.5,1.0
MD01049,MIR0397,S006,2026-08-04,98.66,74.0,0.25,6,3,207.19,0.4,0.7
MD01050,FLR1869,S008,2026-06-07,343.54,206.12,0.4,8,4,824.5,0.5,1.0
MD01051,FUR0672,S009,2026-06-18,342.15,205.29,0.4,5,3,656.93,0.4,0.8
MD01052,WAL0316,S005,2026-07-22,142.24,99.57,0.3,5,3,318.62,0.4,0.8
MD01053,WAL0200,S003,2026-07-12,48.99,36.74,0.25,6,3,102.88,0.4,0.7
MD01054,FUR0594,S004,2026-06-11,141.61,84.97,0.4,5,3,271.89,0.4,0.8
MD01055,SEA0731,S007,2026-06-27,282.59,169.55,0.4,5,3,542.57,0.4,0.8
MD01056,MIR0352,S004,2026-07-23,116.83,81.78,0.3,8,4,294.41,0.4,0.9
MD01057,TEX0496,S001,2026-06-16,76.31,45.79,0.4,5,3,146.52,0.4,0.8
MD01058,TAB0761,S006,2026-06-01,306.02,229.51,0.25,5,3,642.64,0.4,0.7
MD01059,UTL1084,S008,2026-06-07,57.91,40.54,0.3,6,4,145.93,0.4,0.9
MD01060,MIR0390,S004,2026-07-01,204.98,122.99,0.4,6,4,442.76,0.4,0.9
MD01061,TEX0480,S010,2026-07-20,63.67,44.57,0.3,6,4,160.45,0.4,0.9
MD01062,TEX0548,S003,2026-06-06,40.82,30.62,0.25,6,3,85.72,0.4,0.7
MD01063,DEC0164,S008,2026-06-19,63.31,37.99,0.4,9,3,121.56,0.4,0.8
MD01064,PIL1373,S008,2026-07-21,92.64,74.11,0.2,6,3,207.51,0.4,0.7
MD01065,MIR0398,S007,2026-07-13,190.66,114.4,0.4,7,3,320.31,0.4,0.7
MD01066,SUM2053,S002,2026-06-27,66.76,50.07,0.25,6,3,140.2,0.4,0.7
MD01067,LGT1819,S006,2026-07-01,97.26,77.81,0.2,8,4,311.23,0.5,1.0
MD01068,TEX0486,S008,2026-07-07,76.27,45.76,0.4,4,2,109.83,0.4,0.6
MD01069,KIT0907,S005,2026-05-29,209.11,125.47,0.4,6,4,451.68,0.4,0.9
MD01070,DEC0166,S009,2026-05-29,97.83,73.37,0.25,6,4,293.49,0.4,1.0
MD01071,SHL1662,S010,2026-07-28,237.51,142.51,0.4,6,3,456.02,0.4,0.8
MD01072,MIR0428,S005,2026-06-11,83.08,49.85,0.4,6,4,179.45,0.4,0.9
MD01073,UTL1102,S001,2026-06-04,19.52,13.66,0.3,7,4,54.66,0.4,1.0
MD01074,CHR1953,S007,2026-07-15,20.26,15.2,0.25,7,4,54.7,0.4,0.9
MD01075,TEX0431,S008,2026-07-09,51.87,31.12,0.4,5,3,87.14,0.4,0.7
MD01076,WAL0209,S010,2026-07-14,96.99,72.74,0.25,4,2,174.58,0.4,0.6
MD01077,DEC0112,S002,2026-07-14,31.83,22.28,0.3,6,4,80.21,0.4,0.9
MD01078,CHR1946,S005,2026-07-09,36.55,25.58,0.3,6,3,81.87,0.4,0.8
MD01079,UTL1093,S002,2026-07-22,15.39,12.31,0.2,4,2,29.55,0.4,0.6
MD01080,DEC0160,S006,2026-08-02,94.8,75.84,0.2,6,4,303.36,0.4,1.0
MD01081,DEC0109,S006,2026-06-14,85.22,68.18,0.2,4,2,163.62,0.4,0.6
MD01082,KIT0860,S006,2026-06-27,33.01,26.41,0.2,5,3,84.51,0.4,0.8
MD01083,FLR1849,S007,2026-06-09,349.45,209.67,0.4,7,3,587.08,0.4,0.7
MD01084,DEC0018,S008,2026-07-03,81.57,57.1,0.3,5,3,182.72,0.4,0.8
MD01085,TEX0478,S002,2026-07-26,97.77,68.44,0.3,5,3,191.63,0.4,0.7
MD01086,SHT1282,S008,2026-06-28,109.27,87.42,0.2,6,3,244.76,0.4,0.7
MD01087,TEX0545,S004,2026-08-04,32.8,22.96,0.3,4,2,55.1,0.4,0.6
MD01088,MIR0381,S002,2026-05-31,119.84,71.9,0.4,4,2,172.57,0.4,0.6
MD01089,KIT0917,S007,2026-07-31,113.88,91.1,0.2,6,3,255.09,0.4,0.7
MD01090,KIT0932,S004,2026-07-30,220.42,132.25,0.4,6,3,370.31,0.4,0.7
MD01091,PIL1375,S009,2026-07-16,57.48,34.49,0.4,7,4,124.16,0.4,0.9
MD01092,FUR0637,S005,2026-06-05,366.74,293.39,0.2,6,4,1056.21,0.4,0.9
MD01093,FUR0626,S007,2026-06-03,149.27,104.49,0.3,6,4,376.16,0.4,0.9
MD01094,TEX0470,S002,2026-07-02,73.31,43.99,0.4,5,3,123.16,0.4,0.7
MD01095,DEC0088,S002,2026-07-03,60.36,42.25,0.3,5,3,118.31,0.4,0.7
MD01096,SRV1036,S002,2026-07-03,113.6,79.52,0.3,5,3,222.66,0.4,0.7
MD01097,FUR0613,S008,2026-07-07,428.94,300.26,0.3,5,2,720.62,0.4,0.6
MD01098,KIT0859,S007,2026-07-14,177.0,123.9,0.3,5,3,346.92,0.4,0.7
MD01099,TOW1480,S006,2026-07-16,24.44,19.55,0.2,7,4,78.21,0.4,1.0
MD01100,FUR0644,S005,2026-06-07,277.67,166.6,0.4,6,4,599.77,0.4,0.9
MD01101,TOW1412,S008,2026-07-26,52.07,41.66,0.2,6,3,133.3,0.4,0.8
MD01102,DEC0050,S002,2026-06-27,83.86,67.09,0.2,7,3,187.85,0.4,0.7
MD01103,TAB0774,S006,2026-07-31,231.44,185.15,0.2,6,3,518.43,0.4,0.7
MD01104,DEC0138,S006,2026-06-09,47.08,32.96,0.3,5,3,92.28,0.4,0.7
MD01105,MIR0387,S002,2026-06-08,196.78,147.59,0.25,6,3,413.24,0.4,0.7
MD01106,FUR0594,S008,2026-06-07,141.61,99.13,0.3,5,3,277.56,0.4,0.7
MD01107,UTL1090,S004,2026-06-02,23.82,14.29,0.4,5,3,45.73,0.4,0.8
MD01108,KIT0930,S002,2026-08-05,34.95,20.97,0.4,5,3,67.1,0.4,0.8
MD01109,WAL0255,S003,2026-06-11,64.32,45.02,0.3,6,4,162.09,0.4,0.9
MD01110,WAL0275,S007,2026-08-01,120.28,84.2,0.3,5,3,269.43,0.4,0.8
MD01111,DEC0025,S007,2026-07-10,101.23,75.92,0.25,6,4,303.69,0.4,1.0
MD01112,TEX0519,S005,2026-07-08,22.72,15.9,0.3,6,3,50.89,0.4,0.8
MD01113,FUR0648,S005,2026-06-19,257.23,192.92,0.25,5,3,617.35,0.4,0.8
MD01114,KIT0924,S007,2026-07-15,113.29,84.97,0.25,6,4,305.88,0.4,0.9
MD01115,DEC0173,S001,2026-07-24,75.81,60.65,0.2,6,4,242.59,0.4,1.0
MD01116,FUR0580,S009,2026-06-21,90.22,72.18,0.2,8,4,259.83,0.4,0.9
MD01117,TAB0785,S009,2026-07-20,343.19,274.55,0.2,5,2,658.92,0.4,0.6
MD01118,KIT0958,S006,2026-07-29,76.72,61.38,0.2,6,4,220.95,0.4,0.9
MD01119,SRV1054,S008,2026-06-02,50.26,40.21,0.2,4,2,96.5,0.4,0.6
MD01120,KIT0952,S006,2026-05-29,174.45,104.67,0.4,5,3,334.94,0.4,0.8
MD01121,WAL0338,S008,2026-06-25,139.04,97.33,0.3,8,3,311.45,0.4,0.8
MD01122,MIR0412,S004,2026-06-28,233.31,174.98,0.25,6,3,489.95,0.4,0.7
MD01123,WAL0268,S008,2026-07-31,91.48,54.89,0.4,7,4,197.6,0.4,0.9
MD01124,WAL0349,S005,2026-06-28,161.02,112.71,0.3,6,4,405.77,0.4,0.9
MD01125,BTH1532,S005,2026-06-16,76.1,60.88,0.2,7,4,243.52,0.4,1.0
MD01126,DEC0125,S002,2026-07-16,104.83,78.62,0.25,7,4,314.49,0.5,1.0
MD01127,WAL0217,S007,2026-06-28,131.52,98.64,0.25,4,2,236.74,0.4,0.6
MD01128,SUM2039,S007,2026-07-19,41.12,30.84,0.25,13,6,172.7,0.8,1.4
MD01129,SEA0720,S003,2026-06-18,598.98,419.29,0.3,6,4,1509.43,0.4,0.9
MD01130,BTH1524,S007,2026-06-25,61.35,42.95,0.3,5,2,103.07,0.4,0.6
