PO_Number,Vendor_ID,SKU_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Units_Ordered,Units_Received,Unit_Cost,Total_Cost,Delivery_Status
PO004490,V014,TOW1456,2026-07-03,2026-08-13,2026-08-19,120,120,28.92,3470.4,Late
PO004491,V019,MIR0362,2025-03-09,2025-04-13,2025-04-11,96,96,93.11,8938.56,On Time
PO004492,V009,BSK1572,2026-03-11,2026-04-28,2026-04-28,48,48,27.41,1315.68,On Time
PO004493,V010,TAB0827,2025-06-23,2025-08-14,2025-08-11,120,120,112.63,13515.6,On Time
PO004494,V016,LGT1816,2025-05-20,2025-06-03,2025-06-09,120,120,63.74,7648.8,Late
PO004495,V018,SRV0999,2025-06-16,2025-07-01,2025-07-01,36,36,19.16,689.76,On Time
PO004496,V004,UTL1097,2026-06-09,2026-06-27,2026-06-29,120,120,19.97,2396.4,On Time
PO004497,V012,FLR1873,2026-02-15,2026-03-13,2026-03-07,96,96,104.38,10020.48,On Time
PO004498,V014,TAB0796,2025-05-09,2025-06-19,2025-06-18,24,24,243.56,5845.44,On Time
PO004499,V012,BTH1547,2025-10-24,2025-11-19,2025-11-16,36,36,5.25,189.0,On Time
PO004500,V010,SEA0744,2025-04-15,2025-06-06,2025-06-06,120,120,114.05,13686.0,On Time
PO004501,V017,SEA0696,2025-02-21,2025-03-08,2025-03-03,24,18,246.54,5916.96,On Time
PO004502,V008,TOW1498,2025-11-28,2026-01-10,2026-01-11,36,36,26.61,957.96,On Time
PO004503,V001,KIT0868,2025-06-01,2025-07-02,2025-07-08,36,36,31.44,1131.84,Late
PO004504,V001,DUV1211,2025-05-31,2025-07-01,2025-07-05,24,24,125.65,3015.6,Late
PO004505,V013,BSK1616,2025-12-26,2026-01-18,2026-01-13,36,36,12.26,441.36,On Time
PO004506,V006,FRM2192,2025-03-11,2025-04-16,2025-04-06,36,36,11.11,399.96,On Time
PO004507,V018,KIT0945,2025-02-03,2025-02-18,2025-02-16,36,36,29.25,1053.0,On Time
PO004508,V004,PEN1889,2025-08-28,2025-09-15,2025-09-06,24,18,108.5,2604.0,On Time
PO004509,V004,TOW1497,2026-04-12,2026-04-30,2026-05-01,96,96,34.87,3347.52,On Time
PO004510,V011,SUM2024,2026-06-08,2026-07-20,2026-07-31,36,36,49.61,1785.96,Late
PO004511,V006,UTL1129,2026-01-18,2026-02-23,2026-02-26,96,96,24.69,2370.24,Late
PO004512,V016,BTH1542,2025-09-01,2025-09-15,2025-09-29,48,48,26.04,1249.92,Late
PO004513,V019,CND2165,2025-06-06,2025-07-11,2025-07-13,72,72,21.81,1570.32,On Time
PO004514,V001,KIT0891,2026-05-01,2026-06-01,2026-05-27,36,36,48.33,1739.88,On Time
PO004515,V009,FUR0595,2026-06-29,2026-08-16,2026-08-14,36,36,113.99,4103.64,On Time
PO004516,V016,KIT0865,2025-08-03,2025-08-17,2025-08-31,48,48,106.86,5129.28,Late
PO004517,V019,UTL1111,2025-11-10,2025-12-15,2025-12-27,48,48,7.11,341.28,Late
PO004518,V003,UTL1106,2026-01-25,2026-03-28,2026-04-04,96,96,7.97,765.12,Late
PO004519,V011,SRV0981,2025-08-10,2025-09-21,2025-09-30,72,54,12.16,875.52,Late
PO004520,V007,DEC0006,2026-05-14,2026-06-03,2026-06-06,24,24,11.24,269.76,Late
PO004521,V003,TEX0457,2025-06-12,2025-08-13,2025-08-22,120,120,35.15,4218.0,Late
PO004522,V017,TAB0802,2025-09-09,2025-09-24,2025-09-20,120,108,143.06,17167.2,On Time
PO004523,V013,FRM2204,2025-04-28,2025-05-21,2025-05-23,48,48,16.59,796.32,On Time
PO004524,V001,FRM2211,2025-09-18,2025-10-19,2025-10-18,120,120,37.28,4473.6,On Time
PO004525,V006,SEA0726,2026-06-14,2026-07-20,2026-07-20,72,72,85.42,6150.24,On Time
PO004526,V009,TEX0538,2026-01-03,2026-02-20,2026-02-21,24,12,37.1,890.4,On Time
PO004527,V020,TOW1488,2025-05-23,2025-06-21,2025-06-27,96,96,11.94,1146.24,Late
PO004528,V012,BTH1507,2026-05-18,2026-06-13,2026-06-18,36,36,31.97,1150.92,Late
PO004529,V018,ORG1768,2026-05-27,2026-06-11,2026-06-12,36,30,6.3,226.8,On Time
PO004530,V005,FLR1860,2026-04-27,2026-06-07,2026-06-11,36,36,136.2,4903.2,Late
PO004531,V008,SEA0749,2026-01-23,2026-03-07,2026-03-09,72,72,366.83,26411.76,On Time
PO004532,V019,WAL0205,2025-09-12,2025-10-17,2025-10-18,96,96,30.8,2956.8,On Time
PO004533,V010,PEN1895,2025-06-27,2025-08-18,2025-08-21,72,72,62.18,4476.96,Late
PO004534,V013,BTH1527,2025-02-17,2025-03-12,2025-03-18,72,72,35.68,2568.96,Late
PO004535,V002,LGT1800,2026-03-23,2026-04-27,2026-04-29,24,24,40.53,972.72,On Time
PO004536,V001,LGT1788,2026-01-16,2026-02-16,2026-02-11,96,96,96.14,9229.44,On Time
PO004537,V009,FRM2172,2025-09-09,2025-10-27,2025-10-23,24,24,38.16,915.84,On Time
PO004538,V014,SEA0716,2025-04-28,2025-06-08,2025-06-06,36,36,105.71,3805.56,On Time
PO004539,V005,CHR1949,2025-10-28,2025-12-08,2025-12-05,24,24,78.65,1887.6,On Time
PO004540,V001,PIL1388,2026-06-19,2026-07-20,2026-07-14,120,120,44.68,5361.6,On Time
PO004541,V020,MIR0365,2025-06-12,2025-07-11,2025-07-09,96,96,50.38,4836.48,On Time
PO004542,V008,TOW1472,2025-03-06,2025-04-18,2025-04-23,24,24,19.01,456.24,Late
PO004543,V007,SHT1232,2025-09-05,2025-09-25,2025-10-01,72,72,33.46,2409.12,Late
PO004544,V012,MIR0364,2026-05-05,2026-05-31,2026-05-31,48,48,88.39,4242.72,On Time
PO004545,V005,FRM2209,2025-02-25,2025-04-07,2025-03-31,96,96,8.73,838.08,On Time
PO004546,V011,TEX0484,2025-12-14,2026-01-25,2026-02-03,36,36,17.23,620.28,Late
PO004547,V008,PEN1881,2025-10-16,2025-11-28,2025-12-05,96,96,248.68,23873.28,Late
PO004548,V015,FUR0650,2025-05-07,2025-05-31,2025-05-31,48,48,86.14,4134.72,On Time
PO004549,V020,SHL1674,2025-06-01,2025-06-30,2025-06-25,36,36,79.14,2849.04,On Time
PO004550,V017,UTL1136,2025-11-03,2025-11-18,2025-11-19,48,48,4.16,199.68,On Time
PO004551,V005,SEA0703,2025-05-01,2025-06-11,2025-06-08,48,48,189.44,9093.12,On Time
PO004552,V020,FUR0588,2025-07-15,2025-08-13,2025-08-28,24,24,107.69,2584.56,Late
PO004553,V005,MIR0363,2025-07-20,2025-08-30,2025-08-27,72,72,44.56,3208.32,On Time
PO004554,V006,TOW1492,2026-01-10,2026-02-15,2026-02-20,96,96,9.31,893.76,Late
PO004555,V013,UTL1093,2025-03-06,2025-03-29,2025-03-31,72,72,7.0,504.0,On Time
PO004556,V008,DEC0101,2025-03-05,2025-04-17,2025-04-24,36,36,33.05,1189.8,Late
PO004557,V013,FRM2193,2025-12-24,2026-01-16,2026-01-16,24,24,33.27,798.48,On Time
PO004558,V008,TOW1495,2025-07-23,2025-09-04,2025-09-15,72,66,26.23,1888.56,Late
PO004559,V010,PEN1901,2025-08-27,2025-10-18,2025-10-15,72,72,83.0,5976.0,On Time
PO004560,V013,BSK1630,2025-06-21,2025-07-14,2025-07-18,96,96,33.59,3224.64,Late
PO004561,V015,LGT1819,2025-10-26,2025-11-19,2025-11-11,48,48,49.24,2363.52,On Time
PO004562,V001,BSK1637,2025-08-27,2025-09-27,2025-09-30,48,48,36.02,1728.96,Late
PO004563,V005,ORG1706,2025-04-16,2025-05-27,2025-05-31,120,114,26.82,3218.4,Late
PO004564,V014,CND2113,2025-08-21,2025-10-01,2025-10-15,24,24,25.11,602.64,Late
PO004565,V014,WAL0250,2025-09-01,2025-10-12,2025-10-18,120,120,34.34,4120.8,Late
PO004566,V013,PIL1407,2026-03-20,2026-04-12,2026-03-30,48,48,12.86,617.28,On Time
PO004567,V006,FLR1846,2025-10-24,2025-11-29,2025-12-04,36,36,170.42,6135.12,Late
PO004568,V004,SHL1669,2025-10-02,2025-10-20,2025-10-21,24,24,94.16,2259.84,On Time
PO004569,V008,FUR0655,2026-05-31,2026-07-13,2026-07-19,36,36,104.15,3749.4,Late
PO004570,V015,ORG1736,2025-04-22,2025-05-16,2025-05-17,36,36,42.84,1542.24,On Time
PO004571,V012,CHR1947,2025-03-12,2025-04-07,2025-04-13,36,36,45.24,1628.64,Late
PO004572,V003,TOW1494,2025-05-03,2025-07-04,2025-06-27,24,6,31.49,755.76,On Time
PO004573,V012,DEC0021,2026-01-19,2026-02-14,2026-02-14,96,96,21.38,2052.48,On Time
PO004574,V019,SHT1302,2025-04-05,2025-05-10,2025-05-13,120,120,28.66,3439.2,Late
PO004575,V004,SRV1057,2025-04-04,2025-04-22,2025-04-27,48,48,16.06,770.88,Late
PO004576,V003,BSK1634,2026-02-28,2026-05-01,2026-04-26,36,36,21.67,780.12,On Time
PO004577,V002,LGT1800,2025-05-01,2025-06-05,2025-06-15,120,120,40.53,4863.6,Late
PO004578,V020,SEA0757,2026-04-08,2026-05-07,2026-05-09,36,36,169.19,6090.84,On Time
PO004579,V010,PIL1341,2025-07-08,2025-08-29,2025-09-04,24,24,54.14,1299.36,Late
PO004580,V020,MIR0374,2025-11-22,2025-12-21,2025-12-26,36,36,78.67,2832.12,Late
PO004581,V016,TEX0456,2025-06-14,2025-06-28,2025-07-01,72,72,41.37,2978.64,Late
PO004582,V011,DEC0081,2026-01-08,2026-02-19,2026-03-01,120,120,18.47,2216.4,Late
PO004583,V016,GFT2222,2025-10-15,2025-10-29,2025-11-07,120,120,43.58,5229.6,Late
PO004584,V017,TEX0508,2026-01-22,2026-02-06,2026-02-01,96,96,54.93,5273.28,On Time
PO004585,V001,ORG1737,2025-10-06,2025-11-06,2025-11-06,120,120,29.12,3494.4,On Time
PO004586,V011,MIR0378,2025-09-15,2025-10-27,2025-11-05,120,120,52.6,6312.0,Late
PO004587,V012,KIT0953,2025-08-07,2025-09-02,2025-09-01,48,48,50.32,2415.36,On Time
PO004588,V005,SHT1272,2026-04-20,2026-05-31,2026-06-09,36,36,100.3,3610.8,Late
PO004589,V014,DEC0013,2026-05-28,2026-07-08,2026-07-10,96,96,24.19,2322.24,On Time
PO004590,V009,SRV1072,2025-03-29,2025-05-16,2025-05-21,36,36,60.66,2183.76,Late
PO004591,V012,FLR1853,2026-06-22,2026-07-18,2026-07-19,96,96,198.02,19009.92,On Time
PO004592,V004,TAB0837,2025-12-21,2026-01-08,2026-01-19,72,72,179.6,12931.2,Late
PO004593,V003,DEC0137,2025-08-12,2025-10-13,2025-10-24,48,48,16.15,775.2,Late
PO004594,V018,FLR1845,2025-07-23,2025-08-07,2025-08-09,120,120,176.25,21150.0,On Time
PO004595,V001,ORG1728,2026-06-26,2026-07-27,2026-07-27,96,96,25.01,2400.96,On Time
PO004596,V019,BTH1548,2025-05-16,2025-06-20,2025-06-20,48,48,5.2,249.6,On Time
PO004597,V017,BTH1508,2025-04-04,2025-04-19,2025-04-24,36,24,28.75,1035.0,Late
PO004598,V019,ORG1748,2025-09-05,2025-10-10,2025-10-16,72,72,9.1,655.2,Late
PO004599,V001,WAL0294,2026-04-01,2026-05-02,2026-05-08,72,72,61.82,4451.04,Late
PO004600,V005,BTH1543,2025-04-14,2025-05-25,2025-05-24,96,84,22.67,2176.32,On Time
PO004601,V013,KIT0873,2025-09-23,2025-10-16,2025-10-13,120,120,11.0,1320.0,On Time
PO004602,V011,SHT1270,2025-02-13,2025-03-27,2025-04-01,72,72,64.52,4645.44,Late
PO004603,V019,SEA0725,2025-10-15,2025-11-19,2025-11-16,48,48,117.35,5632.8,On Time
PO004604,V020,TOW1491,2026-03-12,2026-04-10,2026-04-05,48,48,8.28,397.44,On Time
PO004605,V005,CND2109,2025-09-29,2025-11-09,2025-11-14,120,120,27.76,3331.2,Late
PO004606,V005,FUR0663,2025-03-21,2025-05-01,2025-04-27,48,48,109.77,5268.96,On Time
PO004607,V020,BSK1577,2026-04-10,2026-05-09,2026-05-12,36,36,12.55,451.8,Late
PO004608,V007,BSK1618,2025-05-28,2025-06-17,2025-06-22,96,96,20.67,1984.32,Late
PO004609,V012,KIT0893,2026-03-06,2026-04-01,2026-04-07,48,48,45.03,2161.44,Late
PO004610,V006,DEC0029,2025-10-29,2025-12-04,2025-11-25,24,24,54.42,1306.08,On Time
PO004611,V005,FUR0666,2026-02-08,2026-03-21,2026-03-16,36,36,212.33,7643.88,On Time
PO004612,V014,CHR1970,2025-11-29,2026-01-09,2025-12-31,48,48,36.17,1736.16,On Time
PO004613,V019,TEX0514,2025-12-14,2026-01-18,2026-01-17,36,36,19.54,703.44,On Time
PO004614,V017,SHT1245,2025-06-12,2025-06-27,2025-06-26,36,18,31.67,1140.12,On Time
PO004615,V004,BTH1569,2025-09-30,2025-10-18,2025-10-23,24,24,40.46,971.04,Late
PO004616,V008,SRV1018,2025-09-15,2025-10-28,2025-11-02,96,96,56.34,5408.64,Late
PO004617,V015,TOW1470,2025-04-20,2025-05-14,2025-05-07,24,6,33.25,798.0,On Time
PO004618,V002,LGT1791,2026-06-26,2026-07-31,2026-08-02,36,36,33.7,1213.2,On Time
PO004619,V020,FRM2188,2025-06-21,2025-07-20,2025-07-30,48,48,30.6,1468.8,Late
PO004620,V013,FRM2176,2025-06-02,2025-06-25,2025-06-29,120,120,27.43,3291.6,Late
PO004621,V001,KIT0931,2025-05-11,2025-06-11,2025-06-12,120,120,35.27,4232.4,On Time
PO004622,V008,WIN2089,2025-03-14,2025-04-26,2025-05-01,72,72,35.71,2571.12,Late
PO004623,V005,BTH1543,2025-11-29,2026-01-09,2026-01-06,48,48,22.67,1088.16,On Time
PO004624,V013,PIL1367,2026-05-31,2026-06-23,2026-06-21,36,36,44.48,1601.28,On Time
PO004625,V011,ORG1741,2026-03-31,2026-05-12,2026-05-25,72,54,32.57,2345.04,Late
PO004626,V006,UTL1123,2026-01-16,2026-02-21,2026-02-28,120,120,19.85,2382.0,Late
PO004627,V020,PIL1385,2026-03-07,2026-04-05,2026-04-07,120,120,11.74,1408.8,On Time
PO004628,V004,TAB0843,2025-03-04,2025-03-22,2025-03-31,120,120,335.29,40234.8,Late
PO004629,V005,FUR0666,2025-10-04,2025-11-14,2025-11-22,120,120,212.33,25479.6,Late
PO004630,V018,TEX0488,2025-04-28,2025-05-13,2025-05-09,120,120,38.43,4611.6,On Time
PO004631,V012,TAB0850,2026-05-27,2026-06-22,2026-06-17,48,48,71.98,3455.04,On Time
PO004632,V010,SHL1695,2025-09-25,2025-11-16,2025-11-13,120,120,26.18,3141.6,On Time
PO004633,V017,TEX0548,2025-03-11,2025-03-26,2025-03-30,36,36,17.65,635.4,Late
PO004634,V013,MIR0430,2026-04-22,2026-05-15,2026-05-18,36,36,97.71,3517.56,Late
PO004635,V005,DEC0063,2026-02-03,2026-03-16,2026-03-11,96,96,46.75,4488.0,On Time
PO004636,V019,DEC0171,2025-12-09,2026-01-13,2026-01-11,72,66,17.73,1276.56,On Time
PO004637,V009,LGT1832,2025-03-09,2025-04-26,2025-05-06,48,48,72.77,3492.96,Late
PO004638,V018,ORG1762,2025-05-13,2025-05-28,2025-06-06,96,96,28.93,2777.28,Late
PO004639,V003,WIN2100,2026-03-25,2026-05-26,2026-06-02,36,36,35.78,1288.08,Late
PO004640,V012,DUV1167,2026-04-18,2026-05-14,2026-05-14,96,96,103.49,9935.04,On Time
PO004641,V011,KIT0870,2025-03-28,2025-05-09,2025-05-12,120,120,36.98,4437.6,Late
PO004642,V020,TEX0445,2025-08-24,2025-09-22,2025-09-25,24,24,27.87,668.88,Late
PO004643,V009,UTL1118,2026-04-12,2026-05-30,2026-06-03,72,72,15.35,1105.2,Late
PO004644,V003,BTH1560,2025-03-02,2025-05-03,2025-05-10,96,84,25.0,2400.0,Late
PO004645,V004,DEC0046,2026-01-08,2026-01-26,2026-01-31,24,6,12.11,290.64,Late
PO004646,V007,PIL1406,2026-05-18,2026-06-07,2026-06-24,72,72,27.59,1986.48,Late
PO004647,V005,PIL1403,2025-09-22,2025-11-02,2025-10-30,48,36,13.85,664.8,On Time
PO004648,V013,FLR1876,2025-04-20,2025-05-13,2025-05-15,96,96,185.21,17780.16,On Time
PO004649,V007,SHT1318,2025-08-18,2025-09-07,2025-09-17,48,48,23.36,1121.28,Late
PO004650,V018,TEX0488,2025-02-11,2025-02-26,2025-03-02,96,96,38.43,3689.28,Late
PO004651,V014,PIL1353,2025-12-01,2026-01-11,2026-01-09,36,36,51.11,1839.96,On Time
PO004652,V008,CND2158,2025-02-12,2025-03-27,2025-04-05,48,48,33.56,1610.88,Late
PO004653,V010,SHT1295,2026-05-02,2026-06-23,2026-06-20,96,96,67.84,6512.64,On Time
PO004654,V013,PEN1913,2026-06-11,2026-07-04,2026-07-11,96,96,127.57,12246.72,Late
PO004655,V001,LGT1771,2025-06-04,2025-07-05,2025-06-29,24,24,26.22,629.28,On Time
PO004656,V007,SRV1078,2026-02-20,2026-03-12,2026-03-23,72,72,25.42,1830.24,Late
PO004657,V020,CHR1965,2025-09-12,2025-10-11,2025-10-13,24,18,19.75,474.0,On Time
PO004658,V010,GFT2227,2026-05-29,2026-07-20,2026-07-19,96,96,10.67,1024.32,On Time
PO004659,V013,PEN1904,2025-02-07,2025-03-02,2025-02-18,96,96,192.0,18432.0,On Time
PO004660,V004,DEC0106,2025-04-11,2025-04-29,2025-04-27,120,120,17.51,2101.2,On Time
PO004661,V004,DEC0086,2026-01-24,2026-02-11,2026-02-13,120,120,50.99,6118.8,On Time
PO004662,V013,DEC0010,2026-02-25,2026-03-20,2026-03-28,72,72,29.91,2153.52,Late
PO004663,V012,CHR1981,2026-02-25,2026-03-23,2026-03-19,72,72,37.65,2710.8,On Time
PO004664,V009,TOW1452,2025-05-22,2025-07-09,2025-07-20,120,120,14.11,1693.2,Late
PO004665,V016,BTH1505,2025-04-23,2025-05-07,2025-05-08,96,96,17.98,1726.08,On Time
PO004666,V014,FUR0653,2026-01-27,2026-03-09,2026-03-07,24,24,56.67,1360.08,On Time
PO004667,V010,FUR0555,2026-06-29,2026-08-20,2026-09-04,48,48,103.92,4988.16,Late
PO004668,V005,CND2120,2025-12-31,2026-02-10,2026-02-10,36,18,19.81,713.16,On Time
PO004669,V009,DEC0084,2025-11-19,2026-01-06,2026-01-08,72,72,49.81,3586.32,On Time
PO004670,V013,FUR0567,2025-06-13,2025-07-06,2025-07-05,96,96,141.89,13621.44,On Time
PO004671,V017,KIT0939,2026-06-16,2026-07-01,2026-07-01,24,24,73.53,1764.72,On Time
PO004672,V017,SEA0688,2026-02-18,2026-03-05,2026-03-10,24,24,332.71,7985.04,Late
PO004673,V006,DEC0049,2026-03-14,2026-04-19,2026-04-15,36,36,13.34,480.24,On Time
PO004674,V015,SHT1310,2026-01-24,2026-02-17,2026-02-14,48,48,86.39,4146.72,On Time
PO004675,V004,FUR0660,2026-05-25,2026-06-12,2026-06-12,72,72,133.37,9602.64,On Time
PO004676,V005,SEA0703,2026-05-04,2026-06-14,2026-06-19,48,48,189.44,9093.12,Late
PO004677,V014,DUV1156,2026-05-23,2026-07-03,2026-07-07,48,48,35.56,1706.88,Late
PO004678,V005,WAL0340,2025-11-07,2025-12-18,2025-12-20,48,48,18.13,870.24,On Time
PO004679,V005,BTH1566,2025-06-26,2025-08-06,2025-08-09,24,24,27.2,652.8,Late
PO004680,V001,SHL1688,2025-03-02,2025-04-02,2025-04-11,24,24,82.5,1980.0,Late
PO004681,V015,ORG1713,2026-06-04,2026-06-28,2026-06-29,120,120,29.8,3576.0,On Time
PO004682,V017,GFT2236,2025-09-21,2025-10-06,2025-10-01,48,48,62.5,3000.0,On Time
PO004683,V006,DEC0186,2025-06-08,2025-07-14,2025-07-14,96,96,15.56,1493.76,On Time
PO004684,V004,PIL1369,2026-05-16,2026-06-03,2026-06-08,72,54,19.84,1428.48,Late
PO004685,V016,DEC0116,2026-02-22,2026-03-08,2026-03-19,72,72,18.47,1329.84,Late
PO004686,V009,LGT1804,2026-07-04,2026-08-21,2026-08-14,96,90,53.14,5101.44,On Time
PO004687,V001,WAL0348,2026-04-19,2026-05-20,2026-05-23,48,48,84.6,4060.8,Late
PO004688,V011,CND2121,2026-05-24,2026-07-05,2026-07-17,36,36,40.64,1463.04,Late
PO004689,V011,SEA0721,2025-07-30,2025-09-10,2025-09-13,48,48,331.2,15897.6,Late
PO004690,V003,PIL1337,2026-02-11,2026-04-14,2026-04-16,72,72,25.86,1861.92,On Time
PO004691,V016,SRV1025,2026-02-18,2026-03-04,2026-03-13,36,36,29.29,1054.44,Late
PO004692,V020,BSK1577,2025-08-26,2025-09-24,2025-09-19,48,48,12.55,602.4,On Time
PO004693,V007,SUM2058,2025-07-14,2025-08-03,2025-08-06,120,120,56.28,6753.6,Late
PO004694,V007,FUR0638,2025-09-01,2025-09-21,2025-10-01,96,96,215.91,20727.36,Late
PO004695,V002,MIR0420,2025-12-21,2026-01-25,2026-02-03,36,36,59.96,2158.56,Late
PO004696,V015,DEC0019,2026-06-15,2026-07-09,2026-07-12,36,36,30.39,1094.04,Late
PO004697,V014,DEC0136,2025-12-08,2026-01-18,2026-01-22,96,96,20.59,1976.64,Late
PO004698,V014,ORG1716,2025-12-31,2026-02-10,2026-02-15,72,72,27.9,2008.8,Late
PO004699,V006,BSK1583,2025-02-15,2025-03-23,2025-03-26,120,120,22.26,2671.2,Late
PO004700,V009,BTH1504,2025-04-23,2025-06-10,2025-06-06,120,120,19.69,2362.8,On Time
PO004701,V014,KIT0890,2025-06-26,2025-08-06,2025-07-25,48,48,23.89,1146.72,On Time
PO004702,V008,FLR1855,2025-12-16,2026-01-28,2026-01-26,120,120,68.98,8277.6,On Time
PO004703,V011,ORG1767,2026-06-26,2026-08-07,2026-08-15,120,108,23.57,2828.4,Late
PO004704,V011,DEC0170,2026-02-20,2026-04-03,2026-04-05,48,48,12.71,610.08,On Time
PO004705,V004,WAL0306,2025-07-21,2025-08-08,2025-08-11,96,96,54.39,5221.44,Late
PO004706,V010,UTL1084,2026-07-04,2026-08-25,2026-08-21,36,36,26.21,943.56,On Time
PO004707,V006,ORG1703,2026-03-25,2026-04-30,2026-04-24,120,120,24.12,2894.4,On Time
PO004708,V010,TAB0764,2026-02-15,2026-04-08,2026-04-10,72,72,245.52,17677.44,On Time
PO004709,V017,PIL1382,2026-04-16,2026-05-01,2026-05-05,72,72,35.0,2520.0,Late
PO004710,V011,TOW1481,2025-09-23,2025-11-04,2025-11-16,24,24,12.19,292.56,Late
PO004711,V018,SEA0728,2025-08-02,2025-08-17,2025-08-23,36,36,304.71,10969.56,Late
PO004712,V001,UTL1128,2026-01-15,2026-02-15,2026-02-27,72,72,14.92,1074.24,Late
PO004713,V019,LGT1811,2026-06-01,2026-07-06,2026-07-13,96,96,94.47,9069.12,Late
PO004714,V019,FUR0554,2026-04-14,2026-05-19,2026-05-25,96,78,123.8,11884.8,Late
PO004715,V011,FLR1878,2026-03-07,2026-04-18,2026-04-24,72,72,144.93,10434.96,Late
PO004716,V005,FUR0643,2025-03-12,2025-04-22,2025-04-18,96,96,124.69,11970.24,On Time
PO004717,V017,DUV1176,2025-06-05,2025-06-20,2025-06-21,120,120,43.47,5216.4,On Time
PO004718,V019,WAL0331,2026-03-30,2026-05-04,2026-05-08,120,120,33.96,4075.2,Late
PO004719,V018,BSK1625,2026-04-25,2026-05-10,2026-05-09,36,36,16.35,588.6,On Time
PO004720,V012,SHT1304,2026-06-02,2026-06-28,2026-06-28,36,36,28.69,1032.84,On Time
PO004721,V003,LGT1814,2025-07-24,2025-09-24,2025-09-25,24,6,85.0,2040.0,On Time
PO004722,V010,TEX0458,2025-03-11,2025-05-02,2025-05-02,48,48,53.04,2545.92,On Time
PO004723,V002,SHT1300,2026-03-06,2026-04-10,2026-04-15,36,36,25.98,935.28,Late
PO004724,V018,DEC0088,2025-08-03,2025-08-18,2025-08-21,120,120,28.3,3396.0,Late
PO004725,V017,LGT1828,2025-10-23,2025-11-07,2025-10-28,96,96,43.14,4141.44,On Time
PO004726,V014,TOW1456,2026-07-05,2026-08-15,2026-08-25,48,30,28.92,1388.16,Late
PO004727,V018,DUV1185,2026-04-09,2026-04-24,2026-05-01,36,36,48.13,1732.68,Late
PO004728,V015,TEX0453,2026-01-20,2026-02-13,2026-02-13,72,72,45.08,3245.76,On Time
PO004729,V005,LGT1826,2025-05-09,2025-06-19,2025-06-21,120,120,63.08,7569.6,On Time
PO004730,V011,KIT0907,2025-03-09,2025-04-20,2025-04-27,24,12,88.15,2115.6,Late
PO004731,V019,SEA0725,2025-02-21,2025-03-28,2025-03-31,24,24,117.35,2816.4,Late
PO004732,V020,TEX0505,2025-06-09,2025-07-08,2025-07-02,24,24,16.25,390.0,On Time
PO004733,V012,PEN1890,2026-03-07,2026-04-02,2026-03-30,96,96,155.57,14934.72,On Time
PO004734,V010,LGT1784,2025-09-14,2025-11-05,2025-11-03,120,120,35.56,4267.2,On Time
PO004735,V001,TEX0517,2026-06-20,2026-07-21,2026-07-23,72,72,43.15,3106.8,On Time
PO004736,V010,WAL0287,2025-03-09,2025-04-30,2025-04-26,48,48,57.5,2760.0,On Time
PO004737,V016,SRV0996,2026-01-14,2026-01-28,2026-02-05,36,36,31.24,1124.64,Late
PO004738,V006,KIT0929,2025-05-24,2025-06-29,2025-06-19,24,24,58.15,1395.6,On Time
PO004739,V008,ORG1701,2025-08-21,2025-10-03,2025-10-06,24,24,24.73,593.52,Late
PO004740,V014,SEA0759,2025-05-16,2025-06-26,2025-06-18,36,36,334.9,12056.4,On Time
PO004741,V011,BSK1604,2026-05-16,2026-06-27,2026-07-09,96,84,27.03,2594.88,Late
PO004742,V008,DEC0118,2026-06-12,2026-07-25,2026-07-30,72,72,45.55,3279.6,Late
PO004743,V011,MIR0387,2025-07-29,2025-09-09,2025-09-10,72,72,86.06,6196.32,On Time
PO004744,V007,WIN2066,2026-05-22,2026-06-11,2026-06-13,120,120,12.96,1555.2,On Time
PO004745,V002,LGT1823,2025-12-20,2026-01-24,2026-01-28,96,96,29.79,2859.84,Late
PO004746,V015,DEC0036,2026-02-12,2026-03-08,2026-03-09,72,72,52.03,3746.16,On Time
PO004747,V006,SEA0706,2025-02-06,2025-03-14,2025-03-20,48,48,105.61,5069.28,Late
PO004748,V008,DEC0041,2025-05-26,2025-07-08,2025-07-14,48,48,38.56,1850.88,Late
PO004749,V010,SEA0718,2026-03-07,2026-04-28,2026-04-25,36,36,334.29,12034.44,On Time
PO004750,V013,DEC0113,2025-12-25,2026-01-17,2026-01-12,96,96,25.73,2470.08,On Time
PO004751,V020,WIN2068,2025-09-26,2025-10-25,2025-10-31,24,18,41.99,1007.76,Late
PO004752,V001,SHL1694,2025-03-31,2025-05-01,2025-04-24,24,24,57.84,1388.16,On Time
PO004753,V011,ORG1721,2026-06-01,2026-07-13,2026-07-18,120,120,40.48,4857.6,Late
PO004754,V007,MIR0412,2026-02-22,2026-03-14,2026-03-21,36,36,120.61,4341.96,Late
PO004755,V020,SHL1654,2025-03-07,2025-04-05,2025-03-31,96,84,46.72,4485.12,On Time
PO004756,V008,CND2129,2026-04-24,2026-06-06,2026-06-11,24,24,14.17,340.08,Late
PO004757,V002,SEA0754,2025-06-14,2025-07-19,2025-07-22,96,96,367.91,35319.36,Late
PO004758,V008,BTH1515,2025-04-01,2025-05-14,2025-05-20,72,72,21.78,1568.16,Late
PO004759,V004,SHT1303,2025-06-21,2025-07-09,2025-07-16,120,120,60.45,7254.0,Late
PO004760,V011,ORG1724,2026-05-16,2026-06-27,2026-07-08,72,60,19.95,1436.4,Late
